sex,race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,prediction,truth
Male,Caucasian,24,0,0,0,0,0,1
Male,Caucasian,37,0,0,0,5,0,0
Male,African-American,38,0,0,0,5,0,0
Male,Caucasian,46,0,0,0,0,0,0
Male,African-American,21,0,0,1,1,1,0
Male,Other,41,0,0,0,5,0,0
Male,African-American,50,0,0,0,2,0,0
Male,African-American,52,0,0,0,0,0,1
Male,African-American,25,0,0,1,5,1,1
Male,African-American,60,0,0,0,10,0,0
Female,African-American,46,0,0,0,7,0,0
Male,Caucasian,22,0,1,2,3,1,0
Male,Caucasian,62,0,0,0,3,0,0
Female,African-American,75,0,0,0,0,0,0
Male,Other,57,0,0,0,10,0,1
Male,African-American,24,0,0,1,2,1,1
Male,Hispanic,23,0,0,0,0,0,0
Male,Hispanic,37,0,0,0,3,0,1
Male,Other,38,0,0,0,0,0,0
Male,Caucasian,25,0,0,0,2,0,0
Male,African-American,29,0,0,0,5,0,1
Male,African-American,52,0,0,0,0,0,1
Male,African-American,29,0,0,0,5,0,1
Male,African-American,22,1,1,0,5,0,0
Male,Caucasian,36,0,0,0,3,0,0
Male,Hispanic,48,0,0,0,1,0,0
Male,Other,31,0,0,0,3,0,1
Male,African-American,20,1,1,0,2,0,0
Male,Other,61,0,0,0,1,0,0
Male,African-American,20,0,1,1,1,1,1
Male,Caucasian,50,0,0,0,0,0,0
Male,African-American,27,0,0,0,0,0,0
Female,African-American,32,0,0,0,2,0,0
Male,African-American,39,0,0,0,11,0,0
Male,African-American,24,0,0,0,4,0,1
Male,Caucasian,30,0,0,0,0,0,1
Male,African-American,21,1,1,0,2,0,0
Male,Caucasian,24,0,0,0,0,0,0
Male,African-American,67,0,0,0,1,0,0
Male,Other,38,0,0,0,1,0,0
Female,Caucasian,24,0,0,0,1,0,0
Male,Caucasian,69,0,0,0,0,0,1
Male,Caucasian,25,0,0,0,1,0,0
Male,Caucasian,55,0,0,0,0,0,1
Male,African-American,28,1,0,0,7,0,1
Male,Caucasian,20,0,0,0,2,0,0
Male,Caucasian,21,0,0,1,3,1,0
Male,Caucasian,27,0,0,0,0,0,1
Female,African-American,20,0,0,0,1,0,1
Male,African-American,36,0,0,0,2,0,1
Female,African-American,26,0,0,0,6,0,0
Female,Hispanic,39,0,0,2,10,1,1
Female,Caucasian,35,0,0,0,1,0,0
Male,Caucasian,31,0,0,1,9,1,0
Male,African-American,32,0,1,3,12,1,1
Male,Other,69,0,0,0,0,0,0
Male,Caucasian,21,0,0,1,1,1,0
Male,Caucasian,41,0,0,0,1,0,0
Male,Hispanic,21,0,0,0,0,0,0
Male,Caucasian,29,0,0,0,1,0,0
Male,African-American,38,0,0,0,0,0,0
Male,African-American,21,0,0,0,1,0,1
Male,Hispanic,56,0,0,0,1,0,0
Male,Caucasian,31,0,0,0,10,0,0
Male,African-American,56,0,0,0,0,0,0
Male,Caucasian,35,0,0,0,2,0,1
Male,Caucasian,52,0,0,0,0,0,0
Male,African-American,21,0,0,0,0,0,0
Male,African-American,43,0,0,0,8,0,0
Female,Caucasian,32,0,0,0,0,0,0
Male,Caucasian,49,0,0,0,5,0,1
Male,Caucasian,56,0,0,0,11,0,0
Female,African-American,29,0,0,0,2,0,0
Male,African-American,28,0,0,0,5,0,1
Female,Caucasian,65,0,0,0,1,0,0
Male,Caucasian,25,0,0,0,1,0,0
Female,Caucasian,27,0,0,0,0,0,0
Male,Other,29,0,0,0,6,0,1
Male,Caucasian,48,0,0,0,20,0,1
Male,African-American,25,0,0,1,1,1,1
Male,African-American,20,0,0,0,0,0,1
Male,Other,49,0,0,0,7,0,1
Male,Other,42,0,0,0,6,0,0
Male,African-American,63,0,0,0,6,0,0
Male,Caucasian,40,0,0,0,0,0,0
Male,Hispanic,34,0,0,0,0,0,0
Male,Caucasian,27,0,0,0,1,0,0
Female,African-American,50,0,0,0,0,0,0
Male,African-American,31,0,0,0,1,0,0
Male,Caucasian,47,0,0,0,0,0,0
Male,Other,33,0,0,0,0,0,0
Male,Caucasian,44,0,0,0,2,0,0
Male,Hispanic,44,0,0,0,8,0,1
Male,Hispanic,56,0,0,0,0,0,0
Male,African-American,23,0,0,0,0,0,0
Male,African-American,54,0,0,0,10,0,0
Male,African-American,21,1,0,1,1,1,1
Male,Caucasian,38,0,0,0,17,0,0
Male,African-American,21,0,0,1,2,1,0
Male,Hispanic,25,0,0,0,0,0,1
Male,Caucasian,44,0,0,0,2,0,1
Male,African-American,52,0,0,0,3,0,1
Female,Caucasian,52,0,0,0,0,0,1
Male,African-American,21,0,0,0,0,0,1
Male,African-American,31,0,0,0,4,0,0
Male,African-American,32,0,0,0,0,0,0
Female,Caucasian,30,0,0,0,9,0,1
Female,African-American,39,0,0,0,1,0,0
Male,Caucasian,49,0,0,0,8,0,0
Male,African-American,35,0,0,0,12,0,1
Female,Caucasian,57,0,0,0,2,0,0
Male,Caucasian,39,0,0,0,1,0,0
Male,Caucasian,29,0,0,0,0,0,0
Female,Caucasian,28,0,0,0,3,0,0
Male,African-American,23,0,0,0,2,0,1
Male,Caucasian,26,0,0,0,0,0,0
Male,Hispanic,22,0,0,2,5,1,0
Female,African-American,64,0,0,0,1,0,1
Female,African-American,51,1,0,0,10,0,1
Female,Other,58,0,0,0,0,0,0
Male,Caucasian,20,0,0,0,0,0,0
Male,Caucasian,20,0,0,2,1,1,1
Male,African-American,21,0,0,0,0,0,1
Male,African-American,21,0,0,0,0,0,1
Female,African-American,51,0,0,0,0,0,0
Male,African-American,35,0,0,0,2,0,0
Male,African-American,46,0,0,0,3,0,0
Male,African-American,30,0,0,0,0,0,0
Male,African-American,25,0,13,1,21,1,1
Female,Caucasian,21,0,0,0,0,0,0
Male,Hispanic,35,0,0,0,5,0,1
Female,Caucasian,26,0,0,0,0,0,0
Male,African-American,27,0,0,0,3,0,0
Male,African-American,34,0,0,0,12,0,1
Female,African-American,30,0,0,0,0,0,0
Male,Caucasian,47,0,0,0,1,0,0
Male,Caucasian,30,0,0,0,4,0,0
Male,Caucasian,21,0,0,0,2,0,0
Male,Hispanic,33,0,0,0,0,0,0
Male,African-American,47,0,0,0,1,0,0
Male,African-American,42,0,0,0,33,0,1
Male,African-American,39,0,0,0,1,0,1
Male,Hispanic,38,0,0,0,4,0,0
Male,Caucasian,50,0,0,0,11,0,1
Male,Hispanic,30,0,0,0,2,0,1
Female,African-American,23,0,0,0,0,0,0
Male,Caucasian,26,0,0,0,2,0,1
Male,Caucasian,39,0,0,0,3,0,0
Male,Caucasian,22,0,0,0,2,0,0
Male,Caucasian,40,0,0,0,1,0,0
Female,Caucasian,28,0,0,0,1,0,0
Male,Caucasian,36,0,0,0,1,0,0
Male,African-American,23,0,0,1,1,1,0
Male,Caucasian,42,0,0,0,3,0,1
Male,African-American,38,0,0,0,3,0,1
Male,Caucasian,67,0,0,0,0,0,1
Male,Caucasian,27,0,0,0,0,0,0
Male,Caucasian,23,0,0,0,2,0,0
Male,Caucasian,44,0,0,0,7,0,0
Male,African-American,43,0,0,0,7,0,0
Male,African-American,40,1,0,0,15,0,0
Male,African-American,60,0,0,0,1,0,0
Male,African-American,34,0,0,0,5,0,0
Male,African-American,44,0,0,0,0,0,0
Female,Caucasian,40,0,0,0,0,0,0
Male,African-American,37,0,0,0,10,0,1
Female,Caucasian,54,0,0,0,9,0,0
Female,African-American,22,0,1,0,3,0,0
Male,Caucasian,31,0,0,0,6,0,1
Male,Other,24,0,0,0,5,0,0
Male,Caucasian,33,0,0,0,9,0,0
Male,African-American,31,0,0,0,0,0,0
Male,Caucasian,28,1,0,0,2,0,0
Female,African-American,30,0,3,2,10,1,1
Male,Other,31,0,1,0,5,0,0
Male,Hispanic,67,0,0,0,2,0,0
Male,African-American,35,0,0,0,0,0,1
Male,African-American,57,0,0,0,23,0,1
Male,Caucasian,65,0,0,0,3,0,0
Female,Caucasian,22,0,0,0,0,0,0
Male,African-American,60,0,0,0,11,0,0
Female,African-American,39,0,0,0,1,0,0
Male,African-American,37,0,0,0,2,0,0
Male,African-American,29,0,1,0,2,0,1
Male,Caucasian,37,0,0,0,2,0,1
Female,Other,47,0,0,0,0,0,0
Male,African-American,62,0,0,0,13,0,1
Male,African-American,22,0,0,0,5,0,1
Female,African-American,27,0,0,0,5,0,0
Male,African-American,31,0,0,0,6,0,1
Male,African-American,22,0,0,0,0,0,1
Male,Hispanic,31,0,0,0,8,0,1
Female,African-American,56,0,0,0,1,0,0
Male,Caucasian,25,0,0,0,2,0,0
Female,African-American,33,0,0,0,0,0,0
Male,Caucasian,34,0,0,0,2,0,0
Male,Caucasian,33,0,0,0,10,0,0
Male,Caucasian,25,0,0,0,2,0,0
Female,African-American,27,0,0,0,3,0,0
Male,African-American,37,0,0,0,1,0,0
Male,African-American,25,0,0,0,2,0,0
Male,African-American,35,0,0,1,5,1,0
Male,Hispanic,25,0,0,0,1,0,1
Female,African-American,26,0,0,0,0,0,0
Female,African-American,24,0,0,0,1,0,0
Male,African-American,35,0,0,0,7,0,0
Male,Caucasian,50,0,0,0,3,0,1
Male,African-American,30,0,0,0,1,0,0
Female,Caucasian,33,0,0,0,2,0,0
Female,African-American,52,0,0,0,12,0,0
Male,African-American,25,0,0,0,3,0,1
Male,African-American,31,0,0,0,1,0,0
Female,African-American,31,0,0,0,0,0,1
Male,African-American,24,0,0,0,0,0,0
Female,Hispanic,24,0,0,0,0,0,0
Female,African-American,24,0,0,0,0,0,0
Male,African-American,34,0,0,0,6,0,1
Male,Other,24,0,0,0,3,0,1
Male,African-American,25,0,0,0,0,0,0
Female,African-American,30,0,1,0,4,0,0
Female,Hispanic,35,0,0,0,0,0,0
Male,African-American,30,0,0,0,14,0,1
Male,African-American,40,0,0,0,4,0,0
Female,African-American,63,0,0,0,1,0,0
Male,Caucasian,24,0,0,0,1,0,0
Female,African-American,28,0,0,0,3,0,0
Female,African-American,27,0,0,0,4,0,1
Male,Caucasian,40,0,0,0,1,0,0
Male,Hispanic,26,0,0,0,2,0,0
Male,African-American,29,0,0,0,2,0,1
Male,African-American,31,0,0,0,0,0,0
Male,African-American,23,0,0,0,4,0,0
Female,Caucasian,21,0,0,0,2,0,0
Male,Caucasian,31,0,0,0,0,0,0
Female,African-American,32,0,0,0,3,0,0
Male,African-American,27,0,0,0,1,0,1
Male,African-American,29,0,0,0,2,0,0
Male,African-American,24,0,0,0,1,0,1
Female,Caucasian,27,0,0,0,1,0,0
Male,African-American,33,0,0,0,0,0,0
Female,Other,35,0,0,0,0,0,0
Female,Other,40,0,0,0,1,0,0
Female,Caucasian,27,0,0,0,0,0,0
Male,Caucasian,28,0,0,0,9,0,1
Male,African-American,20,0,0,0,1,0,0
Male,Caucasian,48,0,0,0,0,0,0
Female,Other,40,0,0,0,0,0,0
Male,African-American,23,0,0,0,4,0,0
Male,Other,45,0,0,0,0,0,0
Male,African-American,24,1,0,1,9,1,1
Male,African-American,31,2,1,1,16,1,1
Male,Hispanic,25,0,0,0,0,0,0
Male,African-American,24,0,0,0,0,0,0
Male,Hispanic,23,0,0,0,6,0,0
Male,Caucasian,33,0,0,0,1,0,0
Female,Hispanic,47,0,0,0,2,0,0
Male,Caucasian,26,0,0,0,0,0,0
Female,African-American,34,0,0,0,1,0,0
Male,African-American,42,0,0,0,0,0,0
Male,Hispanic,48,0,0,0,0,0,0
Male,Hispanic,35,0,0,0,0,0,0
Male,Other,24,0,0,0,3,0,1
Male,Caucasian,62,0,0,0,0,0,0
Male,African-American,52,0,0,0,19,0,0
Female,African-American,25,0,0,0,4,0,1
Male,Other,25,0,0,0,1,0,0
Male,African-American,30,0,0,0,8,0,0
Male,Caucasian,50,0,0,0,0,0,1
Male,African-American,47,0,0,0,3,0,1
Male,African-American,37,0,0,0,14,0,0
Male,Caucasian,26,0,0,0,0,0,0
Male,African-American,28,0,2,0,21,1,1
Male,Other,48,0,0,0,4,0,0
Male,African-American,25,0,0,0,1,0,0
Male,African-American,20,0,1,0,1,0,1
Male,African-American,34,0,0,0,9,0,1
Male,Hispanic,26,0,0,0,1,0,0
Male,African-American,46,1,0,1,9,1,1
Male,African-American,20,0,0,0,0,0,0
Male,African-American,21,0,1,1,3,1,1
Male,Caucasian,29,0,0,0,1,0,0
Male,Caucasian,46,0,0,0,4,0,0
Male,African-American,24,0,0,0,0,0,1
Female,Hispanic,51,0,0,0,2,0,0
Male,African-American,57,0,0,0,8,0,1
Male,African-American,33,0,0,0,4,0,1
Male,African-American,23,0,1,0,4,0,1
Male,African-American,29,0,0,0,5,0,0
Male,Caucasian,22,0,0,0,0,0,1
Male,Hispanic,56,0,0,0,10,0,1
Female,Caucasian,33,0,0,0,1,0,1
Male,Other,27,0,0,0,0,0,1
Male,African-American,40,0,0,0,3,0,1
Male,Other,48,0,0,0,0,0,0
Female,Caucasian,33,0,0,0,0,0,0
Male,African-American,32,0,3,0,10,0,1
Male,African-American,68,0,0,0,1,0,0
Male,African-American,24,0,0,0,1,0,0
Male,African-American,32,0,0,0,1,0,0
Male,African-American,19,0,1,0,2,0,1
Male,Hispanic,56,0,0,0,4,0,0
Male,African-American,23,0,0,0,6,0,1
Male,African-American,27,0,0,0,5,0,0
Female,Caucasian,21,0,0,0,0,0,0
Male,Caucasian,39,6,1,0,17,0,1
Male,African-American,25,0,0,0,1,0,0
Male,African-American,42,0,0,0,6,0,1
Male,Caucasian,33,0,0,0,3,0,0
Male,Caucasian,38,0,0,0,2,0,0
Male,Caucasian,32,0,2,1,10,1,1
Female,African-American,29,0,0,0,1,0,0
Female,African-American,27,0,0,0,1,0,0
Male,African-American,39,1,1,0,16,0,0
Male,Caucasian,23,0,0,0,4,0,1
Male,African-American,58,0,0,0,10,0,1
Male,Hispanic,52,0,0,0,3,0,0
Male,Caucasian,26,0,0,0,1,0,1
Male,Caucasian,53,0,0,0,3,0,0
Male,Other,47,0,0,0,0,0,0
Male,Caucasian,33,0,0,0,1,0,0
Male,African-American,33,0,0,0,2,0,1
Male,African-American,28,0,0,0,1,0,0
Male,African-American,23,0,0,0,0,0,1
Male,Caucasian,45,0,0,0,0,0,0
Male,African-American,32,0,0,0,0,0,1
Male,Hispanic,34,0,0,0,14,0,1
Female,African-American,21,0,0,0,0,0,0
Female,Caucasian,29,0,0,0,0,0,0
Male,African-American,38,0,0,0,19,0,1
Female,African-American,29,0,0,0,1,0,0
Male,Caucasian,29,0,0,0,0,0,0
Male,African-American,27,0,0,0,6,0,1
Male,African-American,34,0,0,0,1,0,0
Female,Caucasian,31,0,0,2,2,1,1
Male,African-American,30,0,0,0,8,0,1
Male,African-American,41,0,0,0,0,0,0
Male,African-American,59,0,0,0,8,0,1
Male,Caucasian,21,0,0,0,1,0,1
Female,African-American,33,0,0,0,6,0,1
Male,African-American,39,0,0,0,0,0,0
Male,African-American,27,0,0,0,6,0,1
Male,African-American,29,0,0,0,3,0,0
Male,African-American,30,0,0,0,0,0,0
Male,Caucasian,34,0,0,0,2,0,0
Male,Caucasian,43,0,0,0,4,0,0
Female,Caucasian,24,0,0,1,2,1,0
Male,African-American,34,0,0,0,0,0,0
Male,Caucasian,23,0,0,1,7,1,0
Male,Caucasian,22,0,0,0,2,0,0
Male,African-American,45,0,0,0,13,0,1
Male,Caucasian,23,0,0,1,0,0,1
Male,African-American,34,0,1,0,6,0,0
Female,Caucasian,40,0,0,0,5,0,0
Female,African-American,23,0,0,0,0,0,0
Male,African-American,39,0,0,0,3,0,0
Female,African-American,26,0,0,0,5,0,1
Female,Caucasian,26,0,0,0,0,0,0
Male,African-American,21,0,0,0,0,0,0
Male,Caucasian,44,0,0,0,0,0,0
Male,African-American,21,0,0,0,1,0,1
Male,Hispanic,35,0,0,0,1,0,0
Female,African-American,49,0,0,0,1,0,0
Male,African-American,23,0,0,0,3,0,1
Male,Caucasian,32,0,0,0,4,0,0
Male,African-American,24,0,0,0,1,0,1
Female,African-American,21,0,0,0,1,0,1
Female,African-American,21,0,0,0,1,0,1
Male,Caucasian,42,0,0,0,2,0,0
Male,Other,23,0,2,0,7,1,1
Female,African-American,24,0,0,0,2,0,1
Male,Caucasian,31,0,0,0,0,0,0
Male,African-American,24,1,0,0,2,0,1
Male,Caucasian,24,0,0,0,2,0,0
Male,African-American,25,0,0,0,1,0,0
Female,Caucasian,44,0,0,0,0,0,0
Male,African-American,55,0,0,0,12,0,0
Male,African-American,33,0,0,0,1,0,1
Male,African-American,26,1,3,0,24,1,1
Male,Caucasian,20,0,0,0,0,0,0
Male,Caucasian,28,0,0,0,9,0,0
Male,African-American,27,0,0,0,1,0,0
Male,Hispanic,35,0,0,0,0,0,0
Male,Caucasian,26,0,0,0,1,0,0
Male,Hispanic,21,0,0,0,0,0,1
Male,Other,20,3,1,0,4,0,0
Male,Caucasian,28,0,0,0,1,0,0
Female,Caucasian,38,0,0,0,1,0,1
Male,Caucasian,55,0,0,0,10,0,0
Female,Hispanic,32,0,0,0,0,0,0
Male,Caucasian,35,0,0,0,5,0,0
Male,Caucasian,24,0,0,0,0,0,0
Female,African-American,24,0,0,0,0,0,0
Female,Caucasian,62,0,0,0,2,0,0
Male,African-American,27,0,0,0,7,0,1
Male,African-American,48,0,0,0,6,0,0
Female,Caucasian,31,0,0,0,2,0,1
Male,African-American,28,0,0,0,5,0,1
Female,African-American,21,0,0,0,1,0,0
Male,Caucasian,42,0,0,0,0,0,0
Female,African-American,25,0,0,0,0,0,0
Male,African-American,27,0,0,0,8,0,1
Male,Caucasian,55,0,0,0,0,0,0
Male,Hispanic,33,0,0,0,0,0,0
Male,African-American,25,0,0,0,1,0,0
Male,African-American,40,0,0,0,5,0,1
Male,African-American,21,0,0,0,0,0,1
Male,African-American,28,0,1,0,10,0,1
Male,Other,33,1,0,0,9,0,1
Male,African-American,31,5,0,0,10,0,1
Female,African-American,57,0,0,0,0,0,0
Male,African-American,25,0,0,0,0,0,0
Male,African-American,22,0,4,0,7,1,1
Male,African-American,28,0,0,0,4,0,0
Male,Caucasian,41,0,0,0,11,0,0
Male,African-American,43,0,0,0,7,0,0
Male,Hispanic,39,0,0,0,1,0,0
Male,African-American,23,0,1,0,5,0,0
Male,African-American,40,0,0,0,1,0,0
Male,African-American,20,0,0,0,0,0,1
Male,African-American,35,0,0,0,2,0,0
Male,African-American,34,0,0,0,1,0,1
Male,Caucasian,27,0,0,1,18,1,1
Male,African-American,25,0,1,1,15,1,0
Male,Hispanic,37,0,0,0,1,0,1
Female,African-American,38,0,0,0,3,0,1
Male,Caucasian,21,0,0,0,0,0,1
Male,African-American,53,0,0,0,6,0,1
Female,African-American,50,0,0,0,4,0,0
Female,Caucasian,23,0,0,0,1,0,0
Male,African-American,45,0,0,0,0,0,0
Male,African-American,27,1,0,0,2,0,1
Male,Caucasian,52,0,0,0,6,0,0
Male,Other,22,0,0,0,0,0,1
Male,Caucasian,27,0,0,0,0,0,1
Male,African-American,29,0,0,0,5,0,1
Male,African-American,38,0,0,0,1,0,0
Female,Caucasian,54,0,0,0,2,0,0
Male,African-American,26,0,0,0,1,0,1
Male,African-American,37,1,8,5,23,1,1
Male,African-American,36,0,2,1,25,1,1
Male,African-American,28,0,0,0,18,0,1
Male,African-American,27,0,0,0,0,0,0
Male,African-American,49,0,0,0,1,0,0
Male,Caucasian,20,0,0,1,0,0,0
Male,African-American,36,0,0,0,11,0,1
Female,African-American,26,0,0,0,2,0,0
Male,Hispanic,26,0,0,1,9,1,1
Female,African-American,43,0,0,0,1,0,0
Male,Caucasian,40,1,0,0,9,0,0
Male,African-American,21,1,0,0,7,0,1
Male,Other,22,0,0,0,0,0,1
Male,Caucasian,33,0,0,0,0,0,0
Male,African-American,26,0,0,0,7,0,0
Female,African-American,27,0,0,0,0,0,1
Male,African-American,35,0,0,0,1,0,0
Male,African-American,27,0,0,0,3,0,0
Male,African-American,36,1,0,0,26,0,1
Female,Other,32,0,0,0,0,0,0
Male,Caucasian,50,0,0,0,1,0,0
Male,Caucasian,52,0,0,0,1,0,0
Male,African-American,38,0,0,0,0,0,0
Male,African-American,26,0,0,0,1,0,0
Male,African-American,54,0,0,0,11,0,0
Male,African-American,27,0,4,4,9,1,1
Male,Other,34,0,0,0,1,0,1
Male,African-American,46,1,0,0,8,0,1
Female,African-American,36,0,0,0,5,0,1
Male,African-American,55,0,0,0,0,0,0
Female,African-American,27,0,0,0,4,0,0
Male,African-American,45,0,0,0,0,0,1
Male,African-American,22,0,0,0,3,0,0
Male,African-American,23,0,0,3,2,1,1
Male,Hispanic,39,0,0,0,1,0,0
Male,African-American,20,1,0,0,1,0,1
Female,African-American,31,0,2,0,10,1,0
Male,Other,23,0,0,0,0,0,0
Female,Caucasian,37,0,0,0,2,0,1
Male,African-American,25,0,0,0,0,0,1
Male,Caucasian,26,0,0,0,0,0,0
Female,African-American,24,0,0,0,1,0,0
Male,Hispanic,29,0,0,0,0,0,0
Female,African-American,24,0,0,0,0,0,0
Male,Hispanic,33,0,0,0,3,0,0
Male,Caucasian,42,0,0,0,2,0,0
Male,Caucasian,29,0,0,0,0,0,0
Male,African-American,41,0,0,0,4,0,1
Male,African-American,37,0,0,0,0,0,1
Female,Caucasian,56,0,0,0,10,0,1
Male,African-American,36,0,0,0,3,0,0
Male,African-American,23,0,0,0,0,0,1
Female,African-American,23,0,0,0,1,0,1
Male,African-American,25,0,0,0,0,0,1
Male,African-American,24,0,0,0,1,0,1
Male,African-American,35,0,0,0,27,0,0
Male,African-American,48,0,0,0,10,0,0
Male,Caucasian,55,0,0,0,9,0,0
Male,Hispanic,26,0,0,0,1,0,1
Male,Caucasian,24,0,0,0,2,0,1
Male,African-American,43,0,0,0,0,0,0
Male,Caucasian,49,0,0,0,1,0,0
Male,African-American,25,0,1,1,8,1,0
Male,African-American,32,0,0,0,0,0,0
Male,African-American,46,0,0,0,3,0,0
Male,Caucasian,32,0,0,0,5,0,0
Male,African-American,23,0,0,0,0,0,1
Male,Caucasian,43,0,0,0,2,0,0
Male,Hispanic,25,0,0,0,0,0,0
Female,Caucasian,53,0,0,0,0,0,0
Male,African-American,24,0,0,0,1,0,1
Male,African-American,25,1,0,0,4,0,0
Male,African-American,28,0,0,0,0,0,0
Male,Caucasian,32,0,0,0,0,0,0
Male,Caucasian,21,0,0,0,1,0,0
Male,Other,31,0,0,0,0,0,0
Female,African-American,35,0,0,0,1,0,0
Male,African-American,30,0,0,0,3,0,0
Male,Caucasian,55,0,0,0,3,0,0
Male,Hispanic,50,0,0,0,9,0,1
Male,African-American,28,0,0,0,0,0,0
Female,Caucasian,48,0,0,0,2,0,0
Male,African-American,19,2,1,1,3,1,1
Male,Other,23,0,0,0,2,0,0
Male,African-American,24,0,0,1,3,1,1
Male,Caucasian,50,0,0,0,2,0,0
Female,Caucasian,27,0,0,0,13,0,0
Male,African-American,23,2,0,1,4,1,0
Male,African-American,31,0,0,0,1,0,0
Male,African-American,31,0,0,0,0,0,0
Male,Caucasian,42,0,0,0,0,0,0
Male,Caucasian,36,0,0,0,2,0,0
Male,African-American,29,0,0,0,5,0,0
Male,Caucasian,48,0,0,0,1,0,0
Male,Caucasian,54,0,0,0,5,0,0
Male,Other,24,0,0,0,0,0,1
Male,Caucasian,31,0,0,0,3,0,1
Male,Hispanic,23,0,0,0,0,0,0
Male,Caucasian,27,0,0,0,0,0,1
Male,Caucasian,24,0,0,0,10,0,0
Male,African-American,20,0,0,1,0,0,0
Male,Caucasian,75,0,0,0,1,0,1
Male,Caucasian,67,0,0,0,0,0,0
Male,Caucasian,30,0,0,0,0,0,0
Female,African-American,36,0,1,0,5,0,0
Female,African-American,32,0,0,0,11,0,0
Male,African-American,25,0,0,0,1,0,1
Female,African-American,30,0,0,0,15,0,1
Male,Caucasian,28,0,1,0,9,0,0
Male,African-American,58,0,0,0,17,0,0
Female,African-American,32,0,0,0,5,0,0
Male,African-American,27,0,0,0,0,0,1
Male,African-American,26,0,0,0,0,0,0
Female,Caucasian,23,0,0,1,0,0,0
Male,African-American,42,0,0,0,0,0,0
Female,Other,39,0,0,0,0,0,0
Male,African-American,36,0,0,0,4,0,0
Female,Caucasian,25,0,0,0,0,0,0
Female,African-American,33,0,0,0,1,0,0
Male,Caucasian,26,0,0,0,1,0,0
Male,Caucasian,31,0,0,0,5,0,1
Male,Caucasian,30,0,0,0,0,0,1
Male,African-American,33,0,0,0,4,0,0
Male,Hispanic,38,0,0,0,0,0,0
Male,African-American,25,0,0,0,9,0,0
Male,Hispanic,52,0,0,0,5,0,1
Female,Caucasian,31,0,0,0,0,0,0
Female,Caucasian,22,0,0,0,2,0,1
Male,Caucasian,50,0,0,0,0,0,0
Male,African-American,37,0,0,0,4,0,0
Male,Caucasian,58,0,0,0,1,0,1
Male,Caucasian,34,0,0,0,3,0,1
Male,African-American,29,0,0,0,0,0,1
Male,African-American,27,0,0,0,0,0,0
Male,Caucasian,39,0,0,0,5,0,0
Male,African-American,24,0,0,0,0,0,0
Male,African-American,38,1,0,0,8,0,0
Male,Caucasian,52,0,0,0,7,0,0
Female,African-American,23,0,0,0,0,0,0
Male,African-American,56,0,0,0,3,0,1
Male,Caucasian,46,0,0,0,7,0,1
Male,Caucasian,57,0,0,0,0,0,0
Male,Caucasian,38,0,0,0,5,0,1
Male,Caucasian,47,0,0,0,3,0,0
Male,African-American,34,0,1,0,27,0,0
Female,African-American,35,0,0,0,0,0,1
Male,Caucasian,20,0,0,0,0,0,1
Female,Caucasian,32,0,0,0,2,0,1
Male,Caucasian,21,0,0,1,0,0,0
Male,African-American,24,0,0,0,0,0,1
Male,African-American,24,0,0,0,1,0,1
Male,Hispanic,55,0,0,0,2,0,0
Male,African-American,23,0,0,0,4,0,0
Female,Other,27,0,0,0,0,0,0
Male,Caucasian,52,0,0,0,8,0,0
Male,African-American,26,0,0,0,1,0,0
Male,African-American,27,0,0,0,1,0,0
Female,Caucasian,27,0,0,0,0,0,0
Male,Caucasian,56,0,0,0,0,0,0
Male,Caucasian,52,0,0,0,16,0,1
Male,African-American,37,0,0,0,3,0,1
Male,African-American,45,0,0,0,0,0,0
Male,African-American,23,0,0,0,1,0,0
Female,Caucasian,36,0,0,0,3,0,1
Female,African-American,29,0,0,0,0,0,0
Male,Hispanic,21,0,0,0,0,0,0
Male,Other,20,0,2,1,3,1,1
Male,African-American,51,0,0,0,0,0,0
Male,African-American,69,0,0,0,3,0,0
Male,African-American,28,0,0,0,0,0,0
Male,African-American,28,1,0,1,11,1,1
Male,African-American,38,0,0,0,4,0,1
Male,Other,30,0,0,0,0,0,0
Female,African-American,19,0,0,0,1,0,1
Male,Caucasian,65,0,0,0,0,0,0
Female,Caucasian,37,0,0,0,1,0,0
Male,African-American,34,0,0,0,0,0,1
Male,Caucasian,37,0,0,0,7,0,1
Male,African-American,21,0,0,1,1,1,0
Male,African-American,21,0,0,0,0,0,1
Female,Caucasian,38,0,0,0,3,0,0
Male,African-American,47,0,0,0,1,0,0
Male,African-American,44,0,0,0,0,0,0
Male,Caucasian,32,0,0,0,1,0,0
Male,Caucasian,57,0,0,0,0,0,0
Male,African-American,25,0,1,0,9,0,0
Male,Other,38,0,0,0,8,0,0
Female,African-American,23,0,0,0,2,0,1
Male,African-American,32,0,0,0,8,0,1
Female,African-American,36,0,0,0,2,0,0
Male,African-American,41,0,0,0,5,0,0
Male,African-American,36,0,0,0,2,0,0
Male,African-American,62,0,0,0,1,0,0
Female,Caucasian,41,0,0,0,7,0,0
Male,African-American,21,0,0,0,1,0,1
Male,Caucasian,43,0,0,0,8,0,1
Male,African-American,22,0,0,0,0,0,0
Male,African-American,31,0,0,0,2,0,0
Male,Caucasian,37,0,0,0,0,0,0
Male,African-American,27,0,0,0,0,0,0
Male,African-American,49,0,0,0,15,0,0
Male,African-American,49,0,0,0,0,0,0
Male,Caucasian,28,0,0,0,5,0,0
