person_id,age,juv_fel_count,juv_misd_count,juv_other_count,decile_score,priors_count,num_r_cases,vr_charge_degree
8980,24,0,0,0,1,0,1,
8981,22,0,0,0,4,2,2,
8995,55,0,0,0,8,7,,
8998,43,0,0,0,1,0,1,
9000,45,0,0,0,4,1,,
9035,46,0,0,0,7,9,,
9047,32,0,0,0,1,0,,
9053,23,0,0,0,2,2,,
9054,25,0,0,1,7,6,1,(F2)
9069,27,0,0,0,2,2,,
9080,37,0,0,0,1,2,1,
9115,58,0,0,0,7,7,1,
9125,51,0,0,0,2,1,1,(M1)
9147,25,0,0,0,9,0,6,(F7)
9170,52,0,0,0,1,1,,
9172,21,0,0,0,7,0,1,
9178,33,0,0,0,4,3,1,
9181,52,0,0,0,1,0,1,
9184,44,0,0,0,2,0,,
9188,53,0,0,0,1,1,,
9203,31,0,0,0,7,1,,
9214,23,0,0,0,4,0,,
9222,33,0,0,0,1,0,,
9224,39,0,0,0,1,0,,
9241,43,0,0,0,1,2,,
9243,39,0,0,0,3,3,,
9248,61,0,0,0,7,25,,
9263,25,0,0,0,3,0,,
9271,48,0,0,0,1,1,,
9274,24,0,0,0,4,2,,
9275,29,0,0,0,2,0,,
9283,40,0,0,0,1,5,3,
9296,26,0,0,0,9,4,1,
9308,50,0,0,0,3,3,1,
9311,58,0,0,0,5,1,,
9339,29,0,0,0,2,1,2,
9360,27,0,0,0,9,0,,
9361,36,0,0,0,9,12,,
9401,24,0,0,0,2,1,1,
9402,33,0,0,0,10,18,2,
9403,30,0,0,0,3,1,,
9410,29,0,0,0,6,2,,
9413,34,0,0,0,9,16,4,
9420,26,0,0,1,3,2,,
9422,64,0,0,0,9,17,,
9426,48,0,0,0,4,1,,
9450,24,0,0,0,7,0,,
9488,21,0,0,0,4,0,1,
9495,21,0,1,0,7,2,1,(M1)
9496,30,0,0,0,1,0,,
9499,34,0,0,0,7,22,3,
9509,27,0,0,0,7,9,3,(M1)
9511,30,0,0,0,1,0,,
9530,49,0,0,0,2,0,,
9535,23,0,0,0,10,1,,
9539,28,0,0,0,10,1,,
9545,55,0,0,0,4,5,,
9572,27,0,0,0,2,0,,
9576,46,0,0,0,1,1,,
9585,43,0,0,0,9,19,,
9593,46,0,0,0,1,0,,
9603,34,0,0,0,2,5,2,
9617,27,0,0,0,4,4,1,
9640,26,0,2,2,9,27,1,
9663,29,0,0,0,4,1,,
9677,33,0,0,0,1,0,,
9679,22,0,0,0,5,2,,
9687,44,0,0,0,7,2,,
9690,26,0,0,0,2,0,,
9701,23,0,0,0,4,0,,
9712,26,0,0,0,4,2,4,
9729,39,0,0,0,5,0,1,
9730,30,0,0,0,2,0,,
9739,51,0,0,0,8,12,1,
9741,21,1,0,2,10,1,2,
9755,41,0,0,0,6,6,1,
9761,59,0,0,0,7,39,,
9765,36,0,0,0,4,4,,
9768,43,0,0,0,1,1,,
9789,63,0,0,0,1,2,,
9805,25,1,1,0,7,2,2,
9807,26,0,0,0,4,1,,
9830,48,0,0,0,2,0,,
9833,67,0,0,0,1,0,,
9841,28,0,0,0,3,3,,
9856,26,0,0,0,9,15,,
9891,27,0,0,0,2,1,1,
9895,29,3,0,1,7,5,,
9905,22,0,0,1,5,2,1,
9916,20,0,0,0,4,0,,
9931,58,0,0,0,1,0,,
9943,43,0,0,0,1,0,,
9953,23,0,0,3,3,1,1,
9956,50,0,0,0,1,4,1,
9958,25,0,0,0,6,0,,
9967,22,0,0,0,8,11,,
9971,55,0,0,0,1,0,,
9973,20,0,0,1,10,0,4,(F3)
9999,34,0,0,0,4,3,,
10007,20,0,0,0,6,0,,
10013,60,0,0,0,4,15,1,
10033,35,0,0,0,6,7,4,(F3)
10036,26,0,0,0,4,9,2,(F2)
10058,53,0,0,0,5,13,,
10067,27,0,1,2,7,5,,
10068,22,0,0,1,4,0,,
10076,21,0,0,0,4,2,,
10095,27,0,0,0,3,2,,
10103,42,0,0,0,8,5,,
10126,20,0,0,0,6,0,1,
10139,31,0,0,0,3,1,1,
10154,19,0,0,0,3,1,,
10172,25,0,0,0,8,3,,
10181,32,0,0,0,9,0,,
10182,27,0,0,0,2,0,,
10197,49,0,0,0,10,25,1,
10203,26,0,0,0,3,0,,
10207,35,0,0,0,6,9,,
10209,38,0,0,0,1,8,,
10236,22,0,0,0,9,0,,
10246,19,0,1,0,10,1,,
10250,25,0,0,0,10,7,4,
10256,28,0,0,0,4,4,,
10266,21,0,0,0,4,0,,
10267,31,0,0,0,8,4,,
10270,29,0,0,0,2,0,1,(F2)
10273,28,0,0,0,3,2,1,
10290,31,0,0,1,10,5,1,
10377,41,0,0,0,1,0,,
10384,30,0,0,0,2,0,,
10421,49,0,0,0,9,1,,
10452,44,0,0,0,1,0,,
10459,44,0,0,0,5,8,,
10464,71,0,0,0,1,3,,
10469,29,0,0,0,1,0,,
10471,52,0,0,0,3,23,1,
10476,26,0,0,0,5,1,,
10534,53,0,0,0,8,1,,
10540,31,0,0,0,1,1,1,(M1)
10547,55,0,0,0,5,3,1,
10557,32,0,0,0,4,5,,
10559,27,0,0,0,6,4,,
10560,41,0,0,0,1,1,5,(F2)
10566,47,1,0,0,7,10,,
10582,24,1,0,1,6,1,2,
10588,25,0,0,0,3,1,,
10595,39,0,0,0,1,0,,
10607,21,0,0,0,5,0,3,
10615,24,0,0,0,4,0,,
10635,44,0,0,0,2,4,,
10659,30,0,1,1,10,18,2,
10664,23,0,0,1,10,10,1,
10698,24,0,0,3,3,0,2,
10699,57,0,0,0,10,28,6,(F3)
10710,20,1,0,0,10,1,,
10718,22,0,0,1,3,0,,
10728,35,0,0,1,7,5,3,(F3)
10743,41,1,0,0,6,18,1,
10777,21,0,0,0,4,1,,
10811,34,0,0,0,5,1,,
10815,28,0,0,0,1,0,,
10816,22,0,0,0,6,3,,
10824,23,0,0,0,4,1,2,
10834,41,0,0,0,1,2,,
10835,23,0,0,0,5,2,,
10860,43,0,0,0,6,5,,
10884,28,0,0,0,6,11,2,
10886,39,0,0,0,7,1,5,
10888,26,0,0,0,8,4,5,(F3)
10893,58,0,0,0,2,8,,
10923,50,0,0,0,1,0,,
10925,26,0,0,0,2,3,1,
10926,42,0,0,0,7,7,,
10938,67,0,0,0,1,0,,
10942,22,0,0,0,5,0,1,
10943,53,0,0,0,1,0,,
10944,35,0,0,0,6,5,,
10946,27,0,0,2,5,1,,
10984,20,0,0,0,7,0,1,
10990,23,0,2,1,10,5,2,(M2)
11000,33,0,0,0,2,3,,
11011,47,0,0,0,6,8,1,
11023,53,0,0,0,1,10,,
11032,27,0,0,0,1,1,,
11040,43,0,0,0,2,0,1,
11047,20,0,0,0,5,0,,
11081,26,0,0,0,7,2,1,
11088,41,0,0,0,1,0,,
11103,28,0,0,0,1,0,,
11117,34,0,0,0,1,0,,
11121,27,0,0,0,3,0,,
11123,35,0,0,0,5,3,1,
11132,21,0,0,0,3,0,,
11150,54,0,0,0,2,2,,
11152,31,0,0,0,9,10,,
11162,40,0,0,0,6,5,,
11166,22,0,0,1,4,2,,
11202,28,0,1,0,4,2,1,(F3)
11217,31,1,0,0,9,27,2,
11230,55,0,0,0,1,2,9,
11233,53,0,0,0,1,1,,
11247,24,0,0,0,6,2,,
11264,22,0,1,0,2,2,,
11266,58,0,0,0,1,1,,
11267,22,0,0,1,7,2,1,
11271,23,0,0,0,9,1,,
11273,57,0,0,0,2,4,,
11279,22,0,0,0,9,0,,
11286,35,0,0,0,2,0,,
11287,25,0,0,1,10,5,,
11302,30,1,1,2,9,6,,
11322,43,0,0,0,1,0,,
11340,29,0,0,0,9,9,1,
11342,36,0,1,0,9,12,1,
11351,47,0,0,0,2,2,,
11365,23,0,0,0,9,0,,
11366,50,0,0,0,5,1,,
11380,21,2,2,1,8,4,,
11394,24,0,0,0,9,3,,
11400,29,0,0,0,6,6,,
11411,26,0,0,0,3,0,,
11425,33,0,0,0,2,3,,
11447,48,0,0,0,6,10,,
11448,31,0,0,0,1,0,,
11462,53,0,0,0,1,2,,
11469,31,0,0,0,2,1,1,
11484,42,0,0,0,2,0,,
11489,22,0,0,0,7,0,,
11492,33,0,0,0,5,0,,
11499,27,0,0,0,4,4,2,(F2)
11506,49,0,0,0,1,0,,
11556,26,0,0,0,2,0,,
11566,50,0,0,0,1,1,,
11593,23,0,0,0,3,0,,
11600,40,0,0,0,1,1,,
11603,46,0,0,0,3,0,,
11605,24,0,0,0,5,3,1,
11607,54,0,0,0,1,2,,
11649,23,0,0,0,4,1,,
11653,23,0,0,0,4,5,1,
11658,22,0,0,0,4,1,,
11679,26,0,0,0,3,1,2,(F2)
11692,20,1,0,3,4,1,1,
11700,29,0,0,0,2,0,,
11710,32,0,0,0,4,2,,
11718,29,0,0,0,3,3,2,
11725,25,0,0,0,7,3,,
11739,22,0,0,0,4,0,1,
11750,56,0,0,0,1,0,,
