person_id,age,juv_fel_count,juv_misd_count,juv_other_count,decile_score,priors_count,num_r_cases,vr_charge_degree
7978,31,0,0,0,2,0,,
7979,45,0,0,0,6,21,1,
7981,37,1,6,0,7,13,,
7992,55,0,0,0,7,18,1,
7994,37,0,0,0,2,8,2,
7998,56,0,0,0,1,2,,
8008,27,0,0,0,5,1,,
8019,49,0,0,0,2,0,,
8025,65,0,0,0,4,6,,
8055,49,0,0,0,2,2,,
8056,36,0,0,0,1,1,,
8059,58,0,0,0,3,10,2,
8068,32,0,0,0,8,6,,
8071,56,0,0,0,4,13,,
8083,34,0,0,0,7,12,,
8090,37,0,0,0,2,1,3,
8091,43,0,0,0,1,0,2,
8106,69,0,0,0,1,1,2,
8107,49,0,0,0,1,1,,
8119,27,0,0,0,5,2,2,
8124,36,0,0,0,2,4,1,
8152,25,0,0,0,1,2,,
8169,25,0,0,0,3,0,,
8189,48,0,0,0,1,0,,
8195,37,0,0,0,9,17,,
8196,51,0,0,0,5,8,1,
8204,45,1,0,0,7,16,,
8205,41,0,0,0,2,0,1,
8220,33,0,0,0,2,3,,
8224,32,0,0,0,1,1,,
8235,24,0,0,0,9,5,1,
8240,36,0,0,0,2,1,,
8242,39,0,0,0,1,0,,
8246,24,0,0,0,6,3,,
8256,29,0,0,0,3,11,3,
8265,44,0,0,0,3,0,,
8310,22,0,0,4,3,3,,
8341,47,0,0,0,5,1,,
8343,30,0,0,0,8,7,4,(F3)
8378,64,0,0,0,10,8,2,
8379,76,0,0,0,1,0,,
8401,39,0,0,0,9,16,1,
8406,30,0,0,0,8,5,1,
8413,25,0,0,0,5,3,3,
8422,31,0,0,1,8,2,2,
8436,21,0,0,0,5,0,1,
8439,30,0,0,0,4,3,,
8440,40,0,0,0,4,6,,
8441,34,0,0,0,1,2,,
8442,39,0,0,0,2,2,,
8447,30,0,0,0,9,13,5,(F2)
8459,45,0,0,0,2,7,,
8464,39,0,0,0,1,0,,
8467,28,0,0,0,5,6,1,
8469,29,0,1,1,4,4,1,
8476,52,0,0,0,1,2,,
8478,34,0,1,0,7,15,,
8492,26,0,0,0,10,7,3,
8503,30,0,0,0,2,1,,
8513,46,0,0,0,1,1,,
8514,46,0,0,0,1,1,1,(F2)
8516,57,0,0,0,1,0,,
8530,45,0,0,0,1,0,,
8535,58,0,0,0,4,0,1,
8539,24,0,0,0,6,5,,
8545,26,0,0,0,3,0,,
8582,47,0,0,0,1,0,,
8603,38,0,0,0,1,2,,
8605,35,0,0,0,3,6,,
8609,25,0,0,0,6,2,,
8620,32,0,1,0,6,13,,
8627,31,0,0,0,4,0,,
8635,52,0,0,0,1,0,,
8641,77,0,0,0,1,1,,
8649,34,0,0,0,2,3,2,
8651,25,0,0,2,7,6,2,
8670,31,0,0,0,6,2,,
8675,40,0,0,0,3,5,,
8689,41,0,0,0,1,1,,
8690,23,0,0,0,3,0,,
8744,22,0,0,0,7,2,2,
8745,26,0,0,0,4,1,2,
8755,36,0,0,0,1,0,1,
8766,62,0,0,0,-1,2,,
8770,34,0,0,0,2,0,,
8775,41,0,0,0,9,7,,
8791,29,0,0,0,6,0,,
8804,23,0,0,0,2,0,,
8809,22,0,0,0,5,1,1,
8811,34,0,0,0,1,1,,
8812,32,0,0,0,3,3,,
8825,44,0,0,0,6,0,,
8837,20,0,0,0,4,6,,
8854,35,0,0,0,4,4,,
8857,27,0,0,0,5,0,,
8859,29,0,0,0,4,0,2,(M1)
8861,31,0,0,0,9,0,,
8867,24,0,0,2,10,6,,
8868,27,0,0,0,4,0,,
8881,40,0,0,0,10,0,3,(MO3)
8889,36,0,0,0,2,1,,
8893,36,0,0,0,6,0,,
8897,32,0,0,0,1,0,,
8902,23,0,0,0,3,0,1,
8903,33,0,0,0,1,1,,
8915,36,0,0,0,6,10,,
8924,27,0,0,0,4,1,2,(F3)
8930,32,0,1,0,8,13,1,
8940,58,0,0,0,1,0,,
8948,26,0,0,0,2,0,,
8963,28,0,0,0,8,0,,
8975,28,0,0,0,5,5,,
8987,39,0,0,0,2,0,,
8990,37,0,0,0,1,0,,
8993,27,0,0,0,2,3,,
8996,22,0,0,0,6,1,,
9001,19,0,0,0,8,0,,
9017,20,0,2,1,8,2,3,
9025,21,0,0,0,8,6,,
9026,35,0,0,0,6,1,,
9028,43,0,0,0,1,2,,
9046,34,0,0,0,5,1,,
9064,30,0,0,0,8,7,3,
9078,22,0,0,0,5,1,,
9082,36,0,0,1,8,16,,
9097,24,0,0,0,6,6,1,
9121,34,0,2,0,5,7,,
9135,32,0,0,0,3,1,,
9137,26,0,0,0,3,1,,
9145,23,0,1,2,2,1,1,
9174,20,0,0,0,8,0,1,
9176,30,0,0,0,1,1,1,
9196,35,0,0,0,3,0,5,
9200,39,0,0,0,4,1,,
9201,24,0,0,1,2,1,3,
9209,25,0,0,0,4,2,1,
9211,22,0,0,0,10,5,,
9218,31,4,0,0,9,13,,
9220,29,0,0,0,1,0,,
9231,35,0,0,2,4,3,,
9268,28,0,0,0,2,1,1,
9276,56,0,0,0,1,0,,
9291,21,0,0,0,3,0,,
9298,37,0,0,0,4,3,,
9313,30,0,0,0,2,1,,
9317,48,0,0,0,1,2,,
9325,50,0,0,0,9,3,4,
9335,61,0,0,0,2,8,2,
9344,48,0,0,0,4,5,2,
9350,34,0,0,0,5,4,,
9352,20,0,4,0,10,4,,
9359,36,0,0,0,1,3,,
9387,29,0,0,0,2,1,,
9415,57,0,0,0,1,7,1,
9416,26,0,0,0,5,1,1,
9429,22,0,0,0,3,2,3,
9451,28,0,0,0,7,4,1,
9454,36,0,0,0,1,0,,
9456,21,0,0,0,7,0,,
9466,48,0,0,0,1,1,,
9470,25,0,0,0,3,4,,
9476,30,0,0,0,2,3,,
9484,41,0,0,0,2,1,,
9510,45,0,0,0,2,0,,
9516,32,0,3,0,2,7,1,
9517,57,0,0,0,1,2,,
9520,53,0,0,0,7,3,,
9526,21,0,0,0,8,1,2,
9529,35,0,0,0,8,6,1,(F3)
9549,27,0,1,2,9,12,,
9552,27,0,0,0,7,1,1,
9569,30,0,0,0,1,0,,
9570,22,0,0,2,3,0,3,
9578,26,0,0,0,7,5,,
9606,26,0,0,0,6,3,1,
9612,44,0,0,0,1,1,1,
9624,39,0,0,0,3,0,,
9650,30,0,0,0,3,7,,
9665,21,0,0,0,5,1,,
9673,49,0,0,0,4,14,,
9678,44,0,0,0,1,1,,
9680,44,0,0,0,2,1,,
9700,31,0,0,0,10,9,,
9707,36,0,1,0,7,6,1,
9711,30,0,0,1,2,2,,
9722,24,0,0,0,6,1,1,
9726,36,0,0,0,2,1,,
9750,24,0,0,1,2,0,,
9757,21,0,0,0,6,0,,
9774,46,0,0,0,2,0,1,
9777,38,0,0,0,3,0,1,
9790,27,0,0,0,2,2,1,
9794,20,0,0,0,4,0,,
9815,33,0,0,0,3,2,1,
9823,53,0,0,0,5,20,,
9827,27,0,0,0,2,0,,
9845,46,0,0,0,1,0,1,
9854,54,0,0,0,3,4,1,
9880,46,0,0,0,1,0,,
9897,53,0,0,0,1,0,,
9902,32,0,0,0,1,0,1,(F2)
9907,52,0,0,0,9,7,2,(F2)
9921,27,0,0,0,5,1,,
9922,26,0,1,0,3,4,,
9924,29,0,0,0,3,0,2,
9934,28,0,0,0,5,5,1,
9940,30,0,0,0,9,15,1,
9949,56,0,0,0,1,2,,
9966,54,0,0,0,5,12,2,(F2)
9970,34,3,1,0,7,13,2,
9980,41,0,0,0,6,2,1,
9981,21,0,0,0,6,1,2,
10003,57,0,0,0,4,8,,
10018,24,0,0,0,5,0,,
10027,46,0,0,0,6,4,,
10059,43,0,0,0,7,6,,
10060,25,0,0,0,7,0,,
10063,40,0,1,0,6,10,,
10069,36,0,0,0,2,0,,
10079,31,0,0,0,3,2,2,
10081,24,0,0,1,8,7,1,
10082,52,0,0,0,1,0,,
10097,25,0,0,0,3,3,1,
10106,47,0,0,0,6,15,,
10109,28,0,0,0,2,1,,
10119,22,0,0,0,9,2,2,
10121,25,0,0,0,9,7,2,
10128,19,0,0,0,8,0,,
10132,31,0,0,0,1,2,1,
10136,34,0,0,0,3,2,2,
10162,25,0,0,0,10,3,,
10185,28,0,0,0,2,0,,
10193,21,0,0,0,5,1,,
10194,23,1,0,0,8,5,1,(F1)
10196,25,0,0,0,9,4,,
10219,20,0,0,0,8,0,1,
10221,26,0,0,1,10,5,,
10237,21,0,0,0,9,0,2,
10242,31,0,0,0,7,3,,
10244,47,0,0,0,1,5,1,
10252,24,0,0,0,4,0,,
10264,39,0,0,0,6,1,,
10279,44,0,0,0,2,1,,
10306,49,0,0,0,1,2,1,
10324,24,0,0,0,4,1,1,
10327,23,0,0,0,5,0,,
10335,45,0,0,0,1,1,,
10338,34,0,0,1,2,0,1,
10339,23,0,0,0,10,1,1,(M1)
10347,24,0,0,0,2,0,,
10351,25,0,0,0,4,0,1,
10360,29,0,0,0,1,0,,
10369,29,0,0,0,1,1,,
10372,35,0,0,0,1,0,1,
10381,24,0,0,0,6,1,2,(M1)
10401,47,0,0,0,1,0,,
10406,43,0,0,0,7,2,,
10411,63,0,0,0,9,16,,
10431,41,0,0,0,1,3,,
10434,47,0,0,0,2,2,,
10449,51,0,0,0,2,3,,
10454,34,0,0,0,6,12,1,
10457,28,0,0,0,7,9,1,
10467,45,0,0,0,1,2,,
10475,31,0,0,0,9,0,,
10481,35,0,0,0,8,3,,
10487,58,0,0,0,2,12,1,
10489,22,0,0,0,8,1,,
10501,32,0,0,0,4,0,,
10502,31,0,0,0,1,0,,
10510,39,0,0,0,1,1,,
10511,29,0,0,0,9,8,3,(M1)
10523,29,0,0,0,2,4,3,(F2)
10542,26,0,0,0,7,4,1,
10544,67,0,0,0,1,0,,
10550,28,0,0,0,4,0,,
10568,34,0,0,0,4,11,,
10584,25,0,0,0,5,2,3,
10587,29,0,0,1,5,5,,
10596,22,0,0,1,3,3,,
10600,38,1,4,0,8,25,,
10601,36,0,0,0,2,3,,
10604,22,0,0,0,6,2,1,(M1)
10606,25,0,0,0,9,0,,
10611,54,0,0,0,3,1,1,
10616,28,0,0,0,5,0,,
10619,22,0,0,0,10,0,2,(M1)
10663,50,0,0,0,1,2,,
10665,60,0,0,0,6,13,1,
10685,28,0,0,0,2,1,,
10713,24,0,0,0,3,1,,
10714,55,0,0,0,1,0,,
10720,22,0,0,0,6,1,1,(M1)
10736,24,0,0,0,6,11,2,
10738,33,0,0,0,3,0,,
10748,44,0,0,0,1,1,,
10761,24,0,0,0,4,4,3,
10771,22,0,0,0,2,0,,
10772,27,0,0,0,10,0,,
10774,47,0,0,0,1,7,3,(F3)
10783,66,0,0,0,1,0,,
10784,39,0,0,0,2,0,,
10785,26,0,0,0,2,0,,
10792,25,0,0,0,3,1,,
10800,22,0,0,0,3,1,,
10802,34,0,0,0,9,0,,
10813,27,0,0,0,5,4,,
10827,40,0,0,0,1,0,,
10836,25,0,0,0,6,3,1,
10840,59,0,0,0,1,1,,
10841,27,0,0,0,1,0,1,
10855,56,0,0,0,6,31,2,
10867,32,0,0,0,6,2,,
10900,23,0,0,1,2,0,,
10921,26,0,0,0,2,2,,
10927,21,0,0,0,6,1,,
10931,28,0,0,0,3,1,,
10937,19,0,0,0,8,0,,
10939,54,0,0,0,1,1,,
10941,28,0,0,0,4,0,2,(F3)
10962,36,0,0,0,6,4,1,
10967,34,0,0,0,2,3,1,
10994,30,0,0,0,2,0,2,
10997,23,0,0,0,3,0,,
10999,57,0,0,0,1,0,,
11003,52,0,0,0,1,1,1,
11016,38,0,0,0,1,0,,
11042,31,0,0,0,2,1,,
11043,25,0,0,0,10,10,1,(M1)
11052,21,1,0,0,10,1,1,
11053,21,0,0,0,8,0,1,
11069,30,0,0,0,9,1,,
11091,26,0,0,0,3,2,,
11115,22,0,0,1,8,1,,
11131,36,0,0,0,7,5,1,(M1)
11165,21,0,0,0,6,0,,
11177,27,0,0,0,5,5,3,
11188,30,1,2,0,10,8,,
11201,38,0,0,0,1,2,,
11207,86,0,0,0,1,4,1,
11237,42,0,0,0,1,1,,
11257,51,0,0,0,1,1,,
11263,26,0,0,0,2,2,1,
11268,25,0,0,0,6,2,,
11295,25,0,0,0,2,3,3,
11296,25,1,0,0,10,9,1,(F2)
11297,39,0,0,0,1,0,,
11313,51,0,0,0,1,0,,
11317,47,0,0,0,1,0,,
11330,58,0,0,0,1,0,,
11332,53,0,0,0,8,0,,
11333,38,0,0,0,4,5,,
11386,26,0,0,0,7,5,2,
11395,20,0,0,0,10,0,2,
11421,22,0,0,0,3,0,,
11440,53,0,0,0,2,5,,
11445,28,0,0,0,6,4,2,
11449,42,0,0,0,6,0,,
11454,56,0,0,0,7,8,,
11477,27,0,0,0,3,0,,
11479,28,0,0,0,1,0,,
11480,34,0,0,0,4,1,,
11490,39,0,0,0,1,0,,
11510,28,0,0,0,2,4,,
11516,26,0,0,0,1,0,,
11528,29,0,1,0,1,1,,
11539,53,0,0,0,1,1,,
11544,31,0,0,0,5,11,,
11557,25,0,0,0,4,0,,
11561,58,0,0,0,1,6,1,
11596,21,0,0,0,7,0,1,
11604,36,0,0,0,3,4,1,(M1)
11613,25,0,0,0,9,2,1,(F3)
11618,30,0,0,0,1,0,,
11623,26,0,0,0,2,0,,
11628,45,0,0,0,1,0,,
11637,38,0,0,0,3,0,,
11661,35,0,0,0,1,1,,
11688,33,0,0,0,2,5,,
11702,24,0,0,0,10,1,,
11704,60,0,0,0,1,8,,
11716,50,0,0,0,2,2,,
11729,55,0,0,0,1,6,,
11734,38,2,0,0,10,21,1,
11740,54,0,0,0,1,0,,
11754,22,0,3,5,7,3,2,
